Customer,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
UT88283,College,2775,29051,73,0,Personal Auto,Two-Door Car,153,Arizona,F
AF48816,Bachelor,5792,87382,72,0,Personal Auto,Four-Door Car,345,Arizona,F
SY93381,College,3596,30694,91,1,Personal Auto,Four-Door Car,436,California,F
ZI63885,High School or Below,14713,0,85,0,Personal Auto,Four-Door Car,877,Washington,M
SD41771,High School or Below,44520,49259,144,0,Personal Auto,Luxury,820,California,M
IG80910,High School or Below,3071,47528,77,1,Personal Auto,Four-Door Car,277,Oregon,F
RA62452,Bachelor,8471,70624,106,0,Corporate Auto,SUV,49,Nevada,M
NI88122,College,7205,0,64,0,Corporate Auto,Four-Door Car,505,California,F
LG90006,Doctor,11154,31409,93,0,Personal Auto,Four-Door Car,381,Oregon,F
XZ83249,High School or Below,10168,35504,128,0,Personal Auto,SUV,404,Nevada,F
EP26605,Bachelor,5688,44833,72,0,Personal Auto,Two-Door Car,345,Washington,F
LW29130,High School or Below,5272,24423,67,0,Corporate Auto,Two-Door Car,321,Washington,F
UD61088,Bachelor,13799,0,127,0,Personal Auto,SUV,609,California,M
UY81122,College,4167,0,69,3,Personal Auto,Four-Door Car,433,Oregon,F
ED87136,High School or Below,4242,0,61,0,Personal Auto,Four-Door Car,439,Arizona,M
PK58026,Bachelor,5736,96917,71,0,Personal Auto,Two-Door Car,373,Nevada,F
OD79784,Bachelor,2679,84450,68,0,Corporate Auto,Four-Door Car,291,Arizona,M
OO79691,College,11828,0,111,0,Personal Auto,SUV,1018,Arizona,F
PE72393,High School or Below,11905,0,115,0,Corporate Auto,Four-Door Car,840,Arizona,F
QG39997,College,4212,10097,110,0,Personal Auto,Four-Door Car,218,Arizona,F
ET45138,College,5553,33255,138,0,Personal Auto,Luxury,662,California,F
WP46383,Bachelor,26538,94132,73,0,Personal Auto,Four-Door Car,350,Oregon,F
FJ12205,Master,6511,42602,85,3,Personal Auto,Two-Door Car,63,Oregon,M
KE42114,Doctor,4730,17250,62,0,Personal Auto,Four-Door Car,175,Nevada,M
CO15448,College,2908,74212,73,0,Personal Auto,Four-Door Car,188,California,M
SU31072,Bachelor,4821,85756,61,0,Personal Auto,Four-Door Car,117,Washington,M
LC87490,Bachelor,2248,24910,63,1,Personal Auto,Four-Door Car,347,Arizona,F
OT36536,Bachelor,5232,41596,66,0,Personal Auto,Four-Door Car,316,Oregon,M
DE59454,Bachelor,2557,72202,63,0,Corporate Auto,Two-Door Car,453,Nevada,M
VS63956,Bachelor,5871,33967,76,0,Personal Auto,Four-Door Car,364,California,M
TR39403,Master,3681,77951,93,3,Corporate Auto,Two-Door Car,19,California,F
AB62982,Doctor,5918,77521,73,0,Personal Auto,Two-Door Car,350,Oregon,F
QP76867,College,16152,0,109,0,Personal Auto,Luxury,852,Oregon,M
MO41014,Bachelor,4984,86305,62,0,Corporate Auto,Four-Door Car,80,Arizona,M
EK56325,High School or Below,6637,0,92,2,Personal Auto,Four-Door Car,662,Arizona,M
LB59405,High School or Below,5979,57693,76,0,Personal Auto,Four-Door Car,547,California,F
JI37927,College,7736,0,112,3,Corporate Auto,SUV,78,Oregon,F
OJ43280,Bachelor,5644,33137,74,0,Personal Auto,Two-Door Car,472,California,M
YW43854,High School or Below,6944,0,68,0,Personal Auto,Four-Door Car,489,Washington,M
AL43475,College,7373,44938,183,0,Personal Auto,Luxury,2069,California,F
XY80192,High School or Below,13979,33617,117,0,Personal Auto,Four-Door Car,761,Oregon,M
PI71828,College,2395,38460,61,0,Personal Auto,Four-Door Car,191,Arizona,M
RQ94849,College,2387,0,67,0,Personal Auto,Four-Door Car,482,California,M
JX93039,College,4883,40171,123,0,Personal Auto,SUV,576,Washington,F
KF44948,High School or Below,20496,0,64,0,Personal Auto,Four-Door Car,307,Washington,F
OK14812,Doctor,2491,36631,62,0,Personal Auto,Four-Door Car,67,Nevada,M
UV49359,Bachelor,7372,74335,187,0,Corporate Auto,Luxury,896,Nevada,F
IZ88103,Bachelor,12625,79421,104,0,Personal Auto,Four-Door Car,115,California,F
QC27179,Bachelor,5261,38466,68,0,Personal Auto,Two-Door Car,204,Oregon,M
VC47959,College,4895,54495,61,0,Personal Auto,Four-Door Car,182,Arizona,F
BN45584,College,4034,0,112,0,Special Auto,Luxury,806,Oregon,F
YP53257,Bachelor,10179,14290,271,0,Personal Auto,Luxury,1300,Oregon,F
VP84987,College,17497,0,73,0,Personal Auto,Two-Door Car,350,California,M
LK57934,Bachelor,10569,45776,89,0,Personal Auto,Four-Door Car,95,Nevada,M
AV49798,College,7842,94263,98,0,Personal Auto,Four-Door Car,112,Arizona,M
RD73104,High School or Below,7942,12181,108,0,Personal Auto,Four-Door Car,591,Washington,F
IZ17303,Bachelor,17002,97268,85,0,Personal Auto,Four-Door Car,35,California,M
PK79296,College,2602,28995,67,0,Personal Auto,Four-Door Car,321,California,F
VA82895,High School or Below,4112,25030,113,4,Personal Auto,Luxury,542,Oregon,F
WC66749,College,5213,12613,70,0,Personal Auto,Four-Door Car,336,Oregon,F
JO68735,Bachelor,2292,0,64,0,Personal Auto,Two-Door Car,460,California,F
JA55700,High School or Below,3933,25927,103,0,Personal Auto,SUV,674,California,M
IX97339,College,9234,0,134,0,Corporate Auto,SUV,643,Arizona,F
DH93540,College,4650,28215,65,0,Personal Auto,Two-Door Car,468,Oregon,M
KV56995,Bachelor,3954,18375,103,0,Personal Auto,Luxury,535,Nevada,M
PA15141,High School or Below,6953,43221,87,0,Special Auto,Four-Door Car,398,California,F
FC48492,Bachelor,2876,0,84,0,Personal Auto,Four-Door Car,849,California,M
ZJ29643,Doctor,6265,0,84,1,Personal Auto,Four-Door Car,481,Washington,F
EC22495,High School or Below,3145,52082,79,0,Personal Auto,Four-Door Car,379,Oregon,M
RO87000,High School or Below,2688,50719,68,0,Personal Auto,Four-Door Car,394,California,M
YU35148,Bachelor,4749,0,123,0,Personal Auto,SUV,590,Washington,F
BW51534,High School or Below,8364,0,110,0,Corporate Auto,SUV,528,California,F
ER50891,High School or Below,3450,39248,87,0,Personal Auto,Four-Door Car,386,California,M
LM63497,College,2935,0,82,0,Personal Auto,Four-Door Car,590,Oregon,F
DE71115,High School or Below,2772,68463,70,1,Personal Auto,Four-Door Car,336,Washington,M
AX71238,High School or Below,3963,38096,99,0,Personal Auto,Two-Door Car,475,California,M
IZ50034,College,8062,42124,101,0,Personal Auto,SUV,484,Washington,M
AR75105,College,7805,21073,106,1,Personal Auto,SUV,508,California,F
LX77880,Bachelor,4855,24149,61,0,Personal Auto,Four-Door Car,292,Oregon,F
PQ72803,High School or Below,2886,10312,78,0,Personal Auto,Four-Door Car,486,Washington,F
PV99529,Bachelor,2724,0,77,0,Personal Auto,Two-Door Car,404,Arizona,M
UW10841,Bachelor,9976,74115,63,0,Personal Auto,Four-Door Car,275,California,M
UO93347,High School or Below,3755,34624,95,0,Personal Auto,Four-Door Car,270,California,M
WK46492,Bachelor,9642,36108,128,2,Personal Auto,SUV,614,Arizona,F
DO70918,High School or Below,4573,0,127,0,Special Auto,Luxury,914,Nevada,F
KG71396,High School or Below,4017,0,118,0,Corporate Auto,Two-Door Car,959,Nevada,M
MI16758,High School or Below,12052,43184,102,0,Personal Auto,SUV,376,Nevada,F
AT98182,Doctor,2525,0,67,0,Corporate Auto,Four-Door Car,146,California,F
GP67583,College,8207,35349,102,0,Personal Auto,Four-Door Car,489,Arizona,M
DY73849,Bachelor,4569,0,124,0,Personal Auto,SUV,250,California,F
UR42360,Bachelor,16979,35095,73,0,Personal Auto,Two-Door Car,525,California,M
IK74329,High School or Below,18061,13164,70,0,Personal Auto,Two-Door Car,75,Arizona,F
WJ20394,High School or Below,5191,0,141,0,Corporate Auto,SUV,676,Nevada,M
PF26758,College,6271,94880,79,3,Special Auto,Four-Door Car,347,Oregon,F
DK81475,College,4619,95301,114,0,Personal Auto,SUV,547,Nevada,M
DK93464,Bachelor,8571,56202,107,0,Personal Auto,Two-Door Car,513,Nevada,F
XS76166,College,3245,35592,82,0,Personal Auto,Two-Door Car,496,Oregon,F
TZ76531,High School or Below,12489,0,113,0,Personal Auto,Four-Door Car,542,California,M
RC22595,College,3799,0,102,0,Personal Auto,Four-Door Car,489,Arizona,F
IA90990,High School or Below,10004,0,89,0,Corporate Auto,Two-Door Car,640,California,F
QQ69088,Doctor,5577,11097,73,0,Corporate Auto,Two-Door Car,350,Washington,M
ED59130,Bachelor,16705,74900,208,0,Personal Auto,Luxury,998,Arizona,M
SC90717,Doctor,31864,23576,89,0,Personal Auto,Four-Door Car,383,California,M
PP36346,High School or Below,3708,23393,95,0,Corporate Auto,Four-Door Car,456,Nevada,F
JU75786,Master,7203,0,95,0,Personal Auto,Two-Door Car,149,Oregon,F
TU68427,High School or Below,2649,0,73,0,Personal Auto,Two-Door Car,350,Arizona,F
YD28431,Master,6991,66346,87,1,Personal Auto,Four-Door Car,78,California,F
MY56715,Bachelor,3380,58109,86,0,Corporate Auto,Two-Door Car,412,Oregon,M
NF60680,High School or Below,20096,92766,71,0,Personal Auto,Two-Door Car,379,Arizona,F
BD70337,High School or Below,24706,26307,73,0,Personal Auto,Four-Door Car,313,California,M
DM77491,Bachelor,7416,0,69,0,Personal Auto,Four-Door Car,238,Oregon,M
EV57176,High School or Below,5605,21171,72,0,Corporate Auto,Four-Door Car,345,California,F
CQ76876,College,13749,82753,114,0,Personal Auto,Four-Door Car,264,California,F
QI89498,College,2203,0,64,0,Personal Auto,Four-Door Car,757,Oregon,F
BH43020,Bachelor,3369,39754,85,0,Personal Auto,Four-Door Car,62,California,M
EC66666,College,7296,0,67,0,Personal Auto,Two-Door Car,321,Arizona,F
EO74797,Bachelor,7840,0,76,1,Personal Auto,Four-Door Car,364,Arizona,F
IA30254,High School or Below,14837,0,70,0,Corporate Auto,Four-Door Car,712,Nevada,M
KC79907,College,7441,91915,186,0,Personal Auto,Luxury,93,Arizona,F
XW34862,Master,11981,21514,62,0,Special Auto,Two-Door Car,257,Nevada,F
RI76930,College,4163,43276,104,0,Personal Auto,SUV,499,California,F
XZ40716,High School or Below,8054,75531,102,0,Personal Auto,Four-Door Car,489,California,F
ZC75052,Bachelor,22658,23665,67,0,Personal Auto,Four-Door Car,404,California,M
DH51686,Bachelor,4048,0,118,0,Personal Auto,Four-Door Car,566,Arizona,F
HJ89045,Bachelor,10288,96337,127,0,Personal Auto,SUV,609,California,F
DJ34695,High School or Below,21920,60180,183,0,Corporate Auto,Luxury,988,California,M
KR89806,High School or Below,16468,0,63,0,Personal Auto,Four-Door Car,685,Oregon,F
OX62816,Master,5167,30376,66,0,Personal Auto,Four-Door Car,316,Washington,M
WM36886,Master,5757,88997,72,0,Corporate Auto,Four-Door Car,174,California,M
BE92692,Bachelor,2487,69236,63,1,Personal Auto,Four-Door Car,110,Oregon,M
JV79596,Bachelor,14594,27627,63,0,Special Auto,Two-Door Car,453,Oregon,F
KA49711,Bachelor,5320,77524,68,3,Corporate Auto,Four-Door Car,64,Nevada,M
YI68606,High School or Below,2442,75449,61,0,Corporate Auto,Two-Door Car,130,Oregon,F
AU11344,Bachelor,5142,35666,131,0,Personal Auto,SUV,312,Oregon,F
BG42047,College,2511,17658,65,0,Personal Auto,Four-Door Car,312,Nevada,M
CF73234,High School or Below,2629,0,71,0,Corporate Auto,Four-Door Car,340,Oregon,M
VE85103,College,2449,20567,72,4,Personal Auto,Four-Door Car,345,Nevada,M
LN99977,College,4061,30061,104,0,Special Auto,Luxury,499,California,F
CR56473,High School or Below,5252,0,74,0,Corporate Auto,Four-Door Car,532,Nevada,M
YP32443,Bachelor,4372,20354,116,0,Personal Auto,SUV,556,Oregon,M
MQ46375,Bachelor,15320,36637,192,0,Corporate Auto,Luxury,921,Oregon,M
VU30980,High School or Below,9657,0,131,0,Personal Auto,SUV,628,California,M
JX50349,College,2472,63860,62,0,Personal Auto,Four-Door Car,208,Oregon,F
DH34004,College,6191,0,199,3,Personal Auto,Luxury,955,California,M
DU66880,High School or Below,13583,58544,114,0,Personal Auto,Four-Door Car,769,Arizona,M
QH87479,High School or Below,27528,54586,76,0,Personal Auto,Two-Door Car,122,Oregon,F
MF87270,High School or Below,2952,57248,74,0,Personal Auto,Four-Door Car,355,California,F
PX99904,Bachelor,4949,0,134,0,Corporate Auto,Luxury,964,California,F
TD43065,Bachelor,8209,66037,69,0,Personal Auto,Four-Door Car,69,California,M
DU39756,Master,4170,29462,107,1,Corporate Auto,SUV,513,Nevada,F
GY65868,Bachelor,20600,64541,86,0,Personal Auto,Four-Door Car,256,California,M
NG15645,Master,2858,27382,71,0,Personal Auto,Four-Door Car,134,California,F
HH69970,Bachelor,6282,32311,79,0,Corporate Auto,Four-Door Car,207,California,F
YJ57293,College,2776,23830,76,1,Corporate Auto,Two-Door Car,364,California,M
BV22194,High School or Below,14194,88178,70,0,Personal Auto,Two-Door Car,336,Arizona,F
UH22701,Master,9726,72236,80,0,Personal Auto,Four-Door Car,518,Oregon,F
IA85970,Bachelor,8099,0,112,0,Personal Auto,SUV,438,California,F
TC18240,College,5020,67890,63,0,Personal Auto,Four-Door Car,174,Oregon,M
GE58317,College,4834,38713,66,4,Personal Auto,Four-Door Car,316,Arizona,F
GW42895,Bachelor,17625,77803,63,0,Personal Auto,Four-Door Car,217,Oregon,F
FH77504,Bachelor,11009,51643,283,0,Personal Auto,Luxury,1358,California,F
XK87182,College,4502,46402,113,0,Personal Auto,Four-Door Car,476,Oregon,F
HB17438,Bachelor,10570,92044,132,0,Personal Auto,SUV,617,Washington,M
DH18269,College,10614,16040,96,0,Personal Auto,Two-Door Car,611,Arizona,M
DP19820,College,11436,0,135,4,Personal Auto,SUV,980,Oregon,M
IK64989,Bachelor,4458,17622,65,1,Personal Auto,Four-Door Car,312,Washington,M
MP85571,Bachelor,5558,0,188,4,Personal Auto,SUV,2156,Arizona,F
VO29645,High School or Below,5169,12430,73,0,Personal Auto,Four-Door Car,350,Oregon,M
GP83239,College,7840,58414,210,2,Personal Auto,Luxury,1008,California,M
GQ21970,Bachelor,24108,17257,70,0,Personal Auto,Four-Door Car,551,Nevada,F
HP40365,College,5638,70492,70,0,Personal Auto,Two-Door Car,328,Oregon,F
UX87150,College,7680,68229,96,0,Corporate Auto,Four-Door Car,460,California,M
OZ30867,High School or Below,8409,33397,106,0,Personal Auto,SUV,508,Oregon,F
LC60153,Bachelor,12341,72503,106,0,Personal Auto,SUV,295,California,M
OX87524,Master,2611,90349,64,0,Personal Auto,Four-Door Car,435,California,F
ZY78741,High School or Below,6081,0,87,0,Corporate Auto,Four-Door Car,626,California,M
DB79306,College,4416,25480,117,3,Personal Auto,SUV,486,California,M
EM77767,College,10932,72462,68,0,Personal Auto,Two-Door Car,272,Oregon,F
PH78214,College,5427,27677,72,1,Personal Auto,Four-Door Car,345,Oregon,F
LY17996,High School or Below,6190,25743,79,0,Personal Auto,Two-Door Car,596,California,M
XV76553,High School or Below,4523,74935,112,0,Corporate Auto,SUV,192,Oregon,M
SD38003,Bachelor,2482,0,71,0,Personal Auto,Four-Door Car,511,California,M
QC30094,High School or Below,6903,15921,92,1,Corporate Auto,Four-Door Car,571,Oregon,F
KH92987,High School or Below,21740,30095,136,0,Personal Auto,SUV,652,Arizona,F
OB32671,High School or Below,37939,20587,106,0,Personal Auto,SUV,363,Oregon,F
CD26907,Bachelor,31215,0,117,0,Personal Auto,Luxury,1227,California,M
YY46839,High School or Below,8482,29628,106,0,Corporate Auto,Two-Door Car,763,Washington,F
HY36253,Bachelor,8490,28677,78,0,Personal Auto,Four-Door Car,131,California,M
KA62728,High School or Below,8886,87094,113,1,Personal Auto,Four-Door Car,64,California,M
GH98275,College,4670,0,64,0,Corporate Auto,Four-Door Car,181,California,F
DJ87316,High School or Below,10209,43736,128,0,Personal Auto,SUV,614,Oregon,M
XC85830,Bachelor,4118,69379,103,0,Corporate Auto,Two-Door Car,494,Oregon,F
VK85405,High School or Below,7409,80415,62,0,Corporate Auto,Two-Door Car,281,California,F
ZP27971,High School or Below,3803,26050,97,0,Personal Auto,Four-Door Car,465,California,M
QC95625,High School or Below,12157,57449,103,0,Personal Auto,Four-Door Car,494,California,M
DN34058,Bachelor,28119,68211,99,0,Corporate Auto,Four-Door Car,475,Washington,F
VS80344,Bachelor,8219,28445,103,0,Special Auto,Two-Door Car,427,Arizona,F
SJ24275,College,4803,37313,62,0,Personal Auto,Four-Door Car,246,Nevada,F
YB58105,High School or Below,10865,0,110,1,Corporate Auto,Four-Door Car,1066,California,M
BP35803,College,3425,29194,89,0,Personal Auto,Four-Door Car,424,California,F
CL73599,Bachelor,8609,79090,107,0,Personal Auto,SUV,289,Arizona,F
ZR22245,College,4605,22571,63,0,Personal Auto,Four-Door Car,302,Washington,F
JJ57298,College,18634,0,139,0,Corporate Auto,SUV,1066,Oregon,M
FF53048,Master,3465,48744,86,0,Personal Auto,Two-Door Car,412,Arizona,F
HD83496,Bachelor,2478,0,71,0,Corporate Auto,Four-Door Car,511,Arizona,M
DD94148,College,5792,29530,74,0,Personal Auto,Two-Door Car,222,California,M
FM52759,Bachelor,5548,67798,69,0,Personal Auto,Four-Door Car,331,Nevada,M
OI39918,Bachelor,3443,16208,93,0,Personal Auto,Two-Door Car,446,California,M
PC72443,College,4529,94757,112,0,Personal Auto,Four-Door Car,5,Oregon,F
OQ15169,High School or Below,5597,37995,139,0,Corporate Auto,SUV,667,Washington,F
ZO89996,College,2616,72302,66,0,Personal Auto,Two-Door Car,316,Oregon,M
OP70207,College,10506,37934,137,1,Personal Auto,Luxury,385,Oregon,M
ID39569,High School or Below,10758,19382,94,0,Personal Auto,Four-Door Car,676,Washington,M
RJ80405,Bachelor,5498,33191,70,0,Personal Auto,Four-Door Car,443,Arizona,M
NT21324,College,2791,72389,70,0,Personal Auto,Four-Door Car,206,Arizona,M
IY98928,Master,5176,91475,64,0,Personal Auto,Four-Door Car,73,Arizona,F
XJ81725,College,8166,0,111,0,Personal Auto,Four-Door Car,799,California,M
FE62142,Bachelor,4267,43682,107,0,Corporate Auto,SUV,148,Oregon,F
ZH55575,Bachelor,5217,39854,66,0,Corporate Auto,Two-Door Car,261,California,F
WI86229,Master,7807,52162,99,0,Personal Auto,Two-Door Car,251,Oregon,M
QR42111,High School or Below,5058,0,134,0,Special Auto,SUV,643,Arizona,F
DN71979,College,7772,74755,195,0,Personal Auto,Luxury,1404,Arizona,M
IC22580,College,11533,85339,95,0,Personal Auto,Four-Door Car,392,California,M
MX93069,Doctor,5073,57709,125,0,Personal Auto,SUV,600,Oregon,M
TG37225,College,4636,26802,66,1,Personal Auto,Two-Door Car,316,California,M
GY69750,Master,5296,0,73,0,Personal Auto,Four-Door Car,152,Oregon,M
KX99703,College,6273,18577,86,0,Personal Auto,Four-Door Car,412,Oregon,F
AA35519,College,8002,0,107,0,Personal Auto,SUV,513,Arizona,F
FE99816,Bachelor,15563,0,253,5,Personal Auto,Luxury,1214,Nevada,F
YP92773,Bachelor,4723,21546,119,1,Corporate Auto,Two-Door Car,625,Washington,F
CF26052,Bachelor,8436,49182,70,0,Personal Auto,Two-Door Car,165,Arizona,F
PR37714,Bachelor,7153,32238,91,0,Personal Auto,Four-Door Car,439,California,F
CE92675,College,6990,0,68,0,Personal Auto,Four-Door Car,326,California,F
BK47926,High School or Below,6375,98118,83,3,Personal Auto,Four-Door Car,398,California,M
BY62906,High School or Below,27990,22971,101,0,Personal Auto,SUV,562,Arizona,M
UY95661,Master,4971,49161,63,2,Personal Auto,Two-Door Car,171,California,M
OS84395,Bachelor,7611,90252,95,0,Corporate Auto,Four-Door Car,122,Nevada,M
JS53793,Doctor,2422,25036,61,1,Corporate Auto,Four-Door Car,292,Arizona,F
BV25135,Bachelor,4647,28314,121,0,Personal Auto,SUV,580,California,M
AF17671,Bachelor,7765,56337,97,0,Personal Auto,Four-Door Car,465,Washington,F
AY30324,Bachelor,6189,99074,77,1,Special Auto,Two-Door Car,208,Oregon,F
XE17270,High School or Below,3520,31708,94,1,Personal Auto,Two-Door Car,451,California,M
LS46182,Bachelor,2678,0,83,1,Personal Auto,Four-Door Car,398,Nevada,M
LH33181,Bachelor,6274,0,67,1,Personal Auto,Four-Door Car,431,Arizona,M
AT84725,College,4650,28215,65,0,Personal Auto,Two-Door Car,468,Washington,M
TP33286,High School or Below,12010,0,119,0,Corporate Auto,Four-Door Car,856,Washington,M
YB79192,Bachelor,10193,21119,128,0,Personal Auto,SUV,614,California,F
SC43870,Bachelor,15862,0,66,0,Corporate Auto,Four-Door Car,475,California,M
OO72857,Bachelor,17254,0,69,1,Personal Auto,Four-Door Car,331,Oregon,M
MO38559,Doctor,5294,0,70,0,Personal Auto,Four-Door Car,20,Arizona,F
RL65736,High School or Below,6274,13662,85,0,Personal Auto,Four-Door Car,408,Oregon,F
ID30085,High School or Below,8007,0,112,0,Personal Auto,Luxury,537,Arizona,F
CO68055,Bachelor,30966,0,109,0,Personal Auto,SUV,691,Oregon,M
NX37589,Bachelor,2666,79251,67,1,Personal Auto,Four-Door Car,321,Washington,F
BX88206,High School or Below,18572,51294,116,0,Corporate Auto,SUV,113,Nevada,F
AA30683,Bachelor,6595,0,105,2,Personal Auto,Four-Door Car,847,California,M
BD13927,High School or Below,2243,0,62,0,Personal Auto,Two-Door Car,675,California,F
SJ71233,College,7423,0,107,0,Personal Auto,SUV,513,California,F
WK52692,College,4627,29124,129,4,Personal Auto,SUV,619,Oregon,F
OG67387,College,4413,0,65,0,Personal Auto,Four-Door Car,312,California,M
XR99310,College,3163,97266,79,0,Special Auto,Two-Door Car,546,California,M
